page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2019-2:0035,2019,2019-2,35,Rohit Khanna 35 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,73,14,docs/2019-2/pages/page-035.jpg,docs/2019-2/text/page-035.json,docs/2019-2/tess/page-035.txt
page:2019-2:0036,2019,2019-2,36,Rohit Khanna 36 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,73,9,docs/2019-2/pages/page-036.jpg,docs/2019-2/text/page-036.json,docs/2019-2/tess/page-036.txt
page:2019-2:0037,2019,2019-2,37,Rohit Khanna 37 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,73,3,docs/2019-2/pages/page-037.jpg,docs/2019-2/text/page-037.json,docs/2019-2/tess/page-037.txt
page:2019-2:0038,2019,2019-2,38,Rohit Khanna 38 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,73,3,docs/2019-2/pages/page-038.jpg,docs/2019-2/text/page-038.json,docs/2019-2/tess/page-038.txt
page:2019-2:0039,2019,2019-2,39,Rohit Khanna 39 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,43,1,docs/2019-2/pages/page-039.jpg,docs/2019-2/text/page-039.json,docs/2019-2/tess/page-039.txt
page:2019-2:0040,2019,2019-2,40,Rohit Khanna 40 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,5,docs/2019-2/pages/page-040.jpg,docs/2019-2/text/page-040.json,docs/2019-2/tess/page-040.txt
page:2019-2:0041,2019,2019-2,41,Rohit Khanna 41 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,6,docs/2019-2/pages/page-041.jpg,docs/2019-2/text/page-041.json,docs/2019-2/tess/page-041.txt
page:2019-2:0042,2019,2019-2,42,Rohit Khanna 42 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,4,docs/2019-2/pages/page-042.jpg,docs/2019-2/text/page-042.json,docs/2019-2/tess/page-042.txt
page:2019-2:0043,2019,2019-2,43,Rohit Khanna 43 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,2,docs/2019-2/pages/page-043.jpg,docs/2019-2/text/page-043.json,docs/2019-2/tess/page-043.txt
page:2019-2:0044,2019,2019-2,44,Rohit Khanna 44 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,2,docs/2019-2/pages/page-044.jpg,docs/2019-2/text/page-044.json,docs/2019-2/tess/page-044.txt
page:2019-2:0045,2019,2019-2,45,Rohit Khanna 45 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,3,docs/2019-2/pages/page-045.jpg,docs/2019-2/text/page-045.json,docs/2019-2/tess/page-045.txt
page:2019-2:0046,2019,2019-2,46,Rohit Khanna 46 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,4,docs/2019-2/pages/page-046.jpg,docs/2019-2/text/page-046.json,docs/2019-2/tess/page-046.txt
page:2019-2:0047,2019,2019-2,47,Rohit Khanna 47 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,2,docs/2019-2/pages/page-047.jpg,docs/2019-2/text/page-047.json,docs/2019-2/tess/page-047.txt
page:2019-2:0048,2019,2019-2,48,Rohit Khanna 48 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,3,docs/2019-2/pages/page-048.jpg,docs/2019-2/text/page-048.json,docs/2019-2/tess/page-048.txt
page:2019-2:0049,2019,2019-2,49,Rohit Khanna 49 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,high,,58,1,docs/2019-2/pages/page-049.jpg,docs/2019-2/text/page-049.json,docs/2019-2/tess/page-049.txt
page:2019-2:0050,2019,2019-2,50,Rohit Khanna 50 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,3,docs/2019-2/pages/page-050.jpg,docs/2019-2/text/page-050.json,docs/2019-2/tess/page-050.txt
page:2019-2:0051,2019,2019-2,51,Rohit Khanna 51 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,3,docs/2019-2/pages/page-051.jpg,docs/2019-2/text/page-051.json,docs/2019-2/tess/page-051.txt
page:2019-2:0052,2019,2019-2,52,Rohit Khanna 52 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,58,3,docs/2019-2/pages/page-052.jpg,docs/2019-2/text/page-052.json,docs/2019-2/tess/page-052.txt
page:2019-2:0053,2019,2019-2,53,Rohit Khanna 53 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,high,,22,0,docs/2019-2/pages/page-053.jpg,docs/2019-2/text/page-053.json,docs/2019-2/tess/page-053.txt
page:2019-2:0054,2019,2019-2,54,Rohit Khanna 54 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,86,5,docs/2019-2/pages/page-054.jpg,docs/2019-2/text/page-054.json,docs/2019-2/tess/page-054.txt
page:2019-2:0055,2019,2019-2,55,Rohit Khanna 55 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,86,10,docs/2019-2/pages/page-055.jpg,docs/2019-2/text/page-055.json,docs/2019-2/tess/page-055.txt
page:2019-2:0056,2019,2019-2,56,Rohit Khanna 56 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,84,11,docs/2019-2/pages/page-056.jpg,docs/2019-2/text/page-056.json,docs/2019-2/tess/page-056.txt
page:2019-2:0057,2019,2019-2,57,Rohit Khanna 57 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,85,12,docs/2019-2/pages/page-057.jpg,docs/2019-2/text/page-057.json,docs/2019-2/tess/page-057.txt
page:2019-2:0058,2019,2019-2,58,Rohit Khanna 58 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,85,15,docs/2019-2/pages/page-058.jpg,docs/2019-2/text/page-058.json,docs/2019-2/tess/page-058.txt
page:2019-2:0059,2019,2019-2,59,Rohit Khanna 59 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,85,5,docs/2019-2/pages/page-059.jpg,docs/2019-2/text/page-059.json,docs/2019-2/tess/page-059.txt
page:2019-2:0060,2019,2019-2,60,Rohit Khanna 60 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,86,4,docs/2019-2/pages/page-060.jpg,docs/2019-2/text/page-060.json,docs/2019-2/tess/page-060.txt
page:2019-2:0061,2019,2019-2,61,Rohit Khanna 61 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,84,8,docs/2019-2/pages/page-061.jpg,docs/2019-2/text/page-061.json,docs/2019-2/tess/page-061.txt
page:2019-2:0062,2019,2019-2,62,Rohit Khanna 62 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,81,10,docs/2019-2/pages/page-062.jpg,docs/2019-2/text/page-062.json,docs/2019-2/tess/page-062.txt
page:2019-2:0063,2019,2019-2,63,Rohit Khanna 63 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,77,7,docs/2019-2/pages/page-063.jpg,docs/2019-2/text/page-063.json,docs/2019-2/tess/page-063.txt
page:2019-2:0064,2019,2019-2,64,Rohit Khanna 64 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,4,docs/2019-2/pages/page-064.jpg,docs/2019-2/text/page-064.json,docs/2019-2/tess/page-064.txt
page:2019-2:0065,2019,2019-2,65,Rohit Khanna 65 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,3,docs/2019-2/pages/page-065.jpg,docs/2019-2/text/page-065.json,docs/2019-2/tess/page-065.txt
page:2019-2:0066,2019,2019-2,66,Rohit Khanna 66 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,3,docs/2019-2/pages/page-066.jpg,docs/2019-2/text/page-066.json,docs/2019-2/tess/page-066.txt
page:2019-2:0067,2019,2019-2,67,Rohit Khanna 67 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,4,docs/2019-2/pages/page-067.jpg,docs/2019-2/text/page-067.json,docs/2019-2/tess/page-067.txt
page:2019-2:0068,2019,2019-2,68,Rohit Khanna 68 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,4,docs/2019-2/pages/page-068.jpg,docs/2019-2/text/page-068.json,docs/2019-2/tess/page-068.txt
page:2019-2:0069,2019,2019-2,69,Rohit Khanna 69 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,78,4,docs/2019-2/pages/page-069.jpg,docs/2019-2/text/page-069.json,docs/2019-2/tess/page-069.txt
page:2019-2:0070,2019,2019-2,70,Rohit Khanna 70 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,77,8,docs/2019-2/pages/page-070.jpg,docs/2019-2/text/page-070.json,docs/2019-2/tess/page-070.txt
page:2019-2:0071,2019,2019-2,71,Rohit Khanna 71 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,77,7,docs/2019-2/pages/page-071.jpg,docs/2019-2/text/page-071.json,docs/2019-2/tess/page-071.txt
page:2019-2:0072,2019,2019-2,72,Rohit Khanna 72 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,77,6,docs/2019-2/pages/page-072.jpg,docs/2019-2/text/page-072.json,docs/2019-2/tess/page-072.txt
page:2019-2:0073,2019,2019-2,73,Rohit Khanna 73 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,67,6,docs/2019-2/pages/page-073.jpg,docs/2019-2/text/page-073.json,docs/2019-2/tess/page-073.txt
page:2019-2:0074,2019,2019-2,74,Rohit Khanna 74 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,61,7,docs/2019-2/pages/page-074.jpg,docs/2019-2/text/page-074.json,docs/2019-2/tess/page-074.txt
page:2019-2:0075,2019,2019-2,75,Rohit Khanna 75 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,61,6,docs/2019-2/pages/page-075.jpg,docs/2019-2/text/page-075.json,docs/2019-2/tess/page-075.txt
page:2019-2:0076,2019,2019-2,76,Rohit Khanna 76 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,5,docs/2019-2/pages/page-076.jpg,docs/2019-2/text/page-076.json,docs/2019-2/tess/page-076.txt
page:2019-2:0077,2019,2019-2,77,Rohit Khanna 77 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,5,docs/2019-2/pages/page-077.jpg,docs/2019-2/text/page-077.json,docs/2019-2/tess/page-077.txt
page:2019-2:0078,2019,2019-2,78,Rohit Khanna 78 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,5,docs/2019-2/pages/page-078.jpg,docs/2019-2/text/page-078.json,docs/2019-2/tess/page-078.txt
page:2019-2:0079,2019,2019-2,79,Rohit Khanna 79 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,7,docs/2019-2/pages/page-079.jpg,docs/2019-2/text/page-079.json,docs/2019-2/tess/page-079.txt
page:2019-2:0080,2019,2019-2,80,Rohit Khanna 80 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,5,docs/2019-2/pages/page-080.jpg,docs/2019-2/text/page-080.json,docs/2019-2/tess/page-080.txt
page:2019-2:0081,2019,2019-2,81,Rohit Khanna 81 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,6,docs/2019-2/pages/page-081.jpg,docs/2019-2/text/page-081.json,docs/2019-2/tess/page-081.txt
page:2019-2:0082,2019,2019-2,82,Rohit Khanna 82 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,6,docs/2019-2/pages/page-082.jpg,docs/2019-2/text/page-082.json,docs/2019-2/tess/page-082.txt
page:2019-2:0083,2019,2019-2,83,Rohit Khanna 83 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,8,docs/2019-2/pages/page-083.jpg,docs/2019-2/text/page-083.json,docs/2019-2/tess/page-083.txt
page:2019-2:0084,2019,2019-2,84,Rohit Khanna 84 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,6,docs/2019-2/pages/page-084.jpg,docs/2019-2/text/page-084.json,docs/2019-2/tess/page-084.txt
page:2019-2:0085,2019,2019-2,85,Rohit Khanna 85 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,7,docs/2019-2/pages/page-085.jpg,docs/2019-2/text/page-085.json,docs/2019-2/tess/page-085.txt
page:2019-2:0086,2019,2019-2,86,Rohit Khanna 86 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,62,7,docs/2019-2/pages/page-086.jpg,docs/2019-2/text/page-086.json,docs/2019-2/tess/page-086.txt
page:2019-2:0087,2019,2019-2,87,Rohit Khanna 87 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,45,7,docs/2019-2/pages/page-087.jpg,docs/2019-2/text/page-087.json,docs/2019-2/tess/page-087.txt
page:2019-2:0088,2019,2019-2,88,Rohit Khanna 88 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,89,8,docs/2019-2/pages/page-088.jpg,docs/2019-2/text/page-088.json,docs/2019-2/tess/page-088.txt
page:2019-2:0089,2019,2019-2,89,Rohit Khanna 89 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,88,8,docs/2019-2/pages/page-089.jpg,docs/2019-2/text/page-089.json,docs/2019-2/tess/page-089.txt
page:2019-2:0090,2019,2019-2,90,Rohit Khanna 90 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,88,6,docs/2019-2/pages/page-090.jpg,docs/2019-2/text/page-090.json,docs/2019-2/tess/page-090.txt
page:2019-2:0091,2019,2019-2,91,Rohit Khanna 91 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,90,6,docs/2019-2/pages/page-091.jpg,docs/2019-2/text/page-091.json,docs/2019-2/tess/page-091.txt
page:2019-2:0092,2019,2019-2,92,Rohit Khanna 92 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,88,4,docs/2019-2/pages/page-092.jpg,docs/2019-2/text/page-092.json,docs/2019-2/tess/page-092.txt
page:2019-2:0093,2019,2019-2,93,Rohit Khanna 93 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,88,5,docs/2019-2/pages/page-093.jpg,docs/2019-2/text/page-093.json,docs/2019-2/tess/page-093.txt
page:2019-2:0094,2019,2019-2,94,Rohit Khanna 94 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,90,4,docs/2019-2/pages/page-094.jpg,docs/2019-2/text/page-094.json,docs/2019-2/tess/page-094.txt
page:2019-2:0095,2019,2019-2,95,Rohit Khanna 95 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,90,4,docs/2019-2/pages/page-095.jpg,docs/2019-2/text/page-095.json,docs/2019-2/tess/page-095.txt
page:2019-2:0096,2019,2019-2,96,Rohit Khanna 96 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,89,4,docs/2019-2/pages/page-096.jpg,docs/2019-2/text/page-096.json,docs/2019-2/tess/page-096.txt
page:2019-2:0097,2019,2019-2,97,Rohit Khanna 97 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,37,4,docs/2019-2/pages/page-097.jpg,docs/2019-2/text/page-097.json,docs/2019-2/tess/page-097.txt
page:2019-2:0098,2019,2019-2,98,Rohit Khanna 98 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,77,3,docs/2019-2/pages/page-098.jpg,docs/2019-2/text/page-098.json,docs/2019-2/tess/page-098.txt
page:2019-2:0099,2019,2019-2,99,Rohit Khanna 99 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,62,2,docs/2019-2/pages/page-099.jpg,docs/2019-2/text/page-099.json,docs/2019-2/tess/page-099.txt
page:2019-2:0100,2019,2019-2,100,Rohit Khanna 100 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,16,3,docs/2019-2/pages/page-100.jpg,docs/2019-2/text/page-100.json,docs/2019-2/tess/page-100.txt
page:2019-2:0101,2019,2019-2,101,Rohit Khanna 101 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,76,3,docs/2019-2/pages/page-101.jpg,docs/2019-2/text/page-101.json,docs/2019-2/tess/page-101.txt
page:2019-2:0102,2019,2019-2,102,Rohit Khanna 102 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,2,2,docs/2019-2/pages/page-102.jpg,docs/2019-2/text/page-102.json,docs/2019-2/tess/page-102.txt
page:2019-2:0103,2019,2019-2,103,Rohit Khanna 103 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,30,2,docs/2019-2/pages/page-103.jpg,docs/2019-2/text/page-103.json,docs/2019-2/tess/page-103.txt
page:2019-2:0104,2019,2019-2,104,Rohit Khanna 104 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,high,,30,2,docs/2019-2/pages/page-104.jpg,docs/2019-2/text/page-104.json,docs/2019-2/tess/page-104.txt
page:2019-2:0105,2019,2019-2,105,Rohit Khanna 105 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,30,2,docs/2019-2/pages/page-105.jpg,docs/2019-2/text/page-105.json,docs/2019-2/tess/page-105.txt
page:2019-2:0106,2019,2019-2,106,Rohit Khanna 106 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,29,3,docs/2019-2/pages/page-106.jpg,docs/2019-2/text/page-106.json,docs/2019-2/tess/page-106.txt
page:2019-2:0107,2019,2019-2,107,Rohit Khanna 107 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,medium,,29,2,docs/2019-2/pages/page-107.jpg,docs/2019-2/text/page-107.json,docs/2019-2/tess/page-107.txt
page:2019-2:0108,2019,2019-2,108,Rohit Khanna 108 of 210,Schedule A: Assets and Unearned Income,schedule_a,schedule_a,low,,29,2,docs/2019-2/pages/page-108.jpg,docs/2019-2/text/page-108.json,docs/2019-2/tess/page-108.txt
page:2019-2:0109,2019,2019-2,109,Rohit Khanna 109 of 210,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,"SCHEDULE B - TRANSACTIONS. Name: Rohit Khanna. Page ____ of ____. Blank Schedule B grid template (columns: Type of Transaction [Purchase / Sale / Partial Sale / Exchange], Check Box if Capital Gain Exceeded $200, Date, Amount of Transaction A-K). The only text entered in the data area is the header note ""Please see the attached"" - the actual transactions are on the attached typed table pages that follow. The greyed pre-printed Example row (SP / Example / Mega Corp. Stock, Partial Sale, capital-gain box X, date ~3/6/16, Amount col B $15,001-$50,000) is ignored per spec. No real transaction rows on this page.",0,0,docs/2019-2/pages/page-109.jpg,docs/2019-2/text/page-109.json,docs/2019-2/tess/page-109.txt
page:2019-2:0110,2019,2019-2,110,Rohit Khanna 110 of 210,Schedule B: Transactions,schedule_b,schedule_b,high,,29,1,docs/2019-2/pages/page-110.jpg,docs/2019-2/text/page-110.json,docs/2019-2/tess/page-110.txt
